id;verifiable;label;claim;evidence;evidence_article;compressed_evidence;evidence_text;annotation;gpt_label;gpt_evidence;evidence_correctness;label_correct;evidence_correct_strict;evidence_correct_medium;evidence_correct_relaxed
25871;VERIFIABLE;SUPPORTS;Furious 7 is an installment in a franchise.;[[[41857, 50348, 'Furious_7', 1]]];Furious_7;[[1]];Furious 7 -LRB- alternatively known as Fast & Furious 7 and Fast 7 -RRB- is a 2015 American action film directed by James Wan and written by Chris Morgan . It is the seventh installment in The Fast and the Furious franchise . The film stars Vin Diesel , Paul Walker , Dwayne Johnson , Michelle Rodriguez , Tyrese Gibson , Chris ` Ludacris ' Bridges , Jordana Brewster , Djimon Hounsou , Kurt Russell , and Jason Statham . Furious 7 follows Dominic Toretto -LRB- Diesel -RRB- , Brian O'Conner -LRB- Walker -RRB- , and the rest of their team , who have returned to the United States to live normal lives after securing amnesty for their past crimes in Fast & Furious 6 -LRB- 2013 -RRB- , until Deckard Shaw -LRB- Statham -RRB- , a rogue special forces assassin seeking to avenge his comatose younger brother , puts the team in danger once again .   With the previous three installments set between 2 Fast 2 Furious -LRB- 2003 -RRB- and The Fast and the Furious : Tokyo Drift -LRB- 2006 -RRB- , Furious 7 is the first installment in the franchise to take place after Tokyo Drift . The film also marks the final film appearance of Walker , who died in a single-vehicle crash on November 30 , 2013 with filming only half-completed . Following Walker 's death , filming was delayed for script rewrites , and his brothers , Caleb and Cody , were used as stand-ins to complete his remaining scenes . These script rewrites completed the story arcs for both Walker and Brewster 's characters -LRB- Brian O'Conner and Mia Toretto , respectively -RRB- , causing both to be retired . As a result , it is also the final installment in the franchise to star Brewster .   Plans for a seventh installment were first announced in February 2012 when Johnson stated that production on the film would begin after the completion of Fast & Furious 6 . In April 2013 , Wan , predominantly known for horror films , was announced to direct the film in place of Justin Lin , who left the franchise after directing the previous four installments . Casting began in the same month with the re-signing of Diesel and Walker , and an initial release date was set . Principal photography began in Atlanta , Georgia , in September 2013 , resumed in April 2014 and ended in July 2014 , with other filming locations including Los Angeles , Colorado , Abu Dhabi , and Tokyo .   Furious 7 premiered in Los Angeles on April 1 , 2015 , and was theatrically released in the United States on April 3 , 2015 , playing in 3D , IMAX 3D , and 4DX internationally . Upon release , the film became a critical and commercial success , with praise being aimed at the film 's action sequences and its tribute to Walker . The film grossed $ 397.6 million worldwide during its opening weekend , which is the sixth highest-grossing opening of all time . The film has grossed over $ 1.5 billion worldwide -- more than the franchise 's first five installments combined -- making it the highest-grossing film of the franchise after just twelve days , the third highest-grossing film of 2015 and the sixth highest-grossing film of all time . A sequel , The Fate of the Furious , was released on April 14 , 2017 . ;"SUPPORTED
2";SUPPORTS;[1];CORRECT;True;True;True;True
78286;VERIFIABLE;SUPPORTS;Michael Jordan was a baseball player.;[[[95239, 108245, 'Michael_Jordan', 13]]];Michael_Jordan;[[13]];Michael Jeffrey Jordan -LRB- born February 17 , 1963 -RRB- , also known by his initials , MJ , is an American retired professional basketball player , businessman , and principal owner and chairman of the Charlotte Hornets . Jordan played 15 seasons in the National Basketball Association -LRB- NBA -RRB- for the Chicago Bulls and Washington Wizards . His biography on the NBA website states : `` By acclamation , Michael Jordan is the greatest basketball player of all time . '' Jordan was one of the most effectively marketed athletes of his generation and was considered instrumental in popularizing the NBA around the world in the 1980s and 1990s .   Jordan played three seasons for coach Dean Smith at the University of North Carolina . As a freshman , he was a member of the Tar Heels ' national championship team in 1982 . Jordan joined the Bulls in 1984 as the third overall draft pick . He quickly emerged as a league star , entertaining crowds with his prolific scoring . His leaping ability , demonstrated by performing slam dunks from the free throw line in slam dunk contests , earned him the nicknames Air Jordan and His Airness . He also gained a reputation for being one of the best defensive players in basketball . In 1991 , he won his first NBA championship with the Bulls , and followed that achievement with titles in 1992 and 1993 , securing a `` three-peat '' . Although Jordan abruptly retired from basketball before the beginning of the 1993 -- 94 NBA season to pursue a new venture in minor league baseball , he returned to the Bulls in March 1995 and led them to three additional championships in 1996 , 1997 , and 1998 , as well as a then-record 72 regular-season wins in the 1995 -- 96 NBA season . Jordan retired for a second time in January 1999 , but returned for two more NBA seasons from 2001 to 2003 as a member of the Wizards .   Jordan 's individual accolades and accomplishments include five Most Valuable Player -LRB- MVP -RRB- Awards , ten All-NBA First Team designations , nine All-Defensive First Team honors , fourteen NBA All-Star Game appearances , three All-Star Game MVP Awards , ten scoring titles , three steals titles , six NBA Finals MVP Awards , and the 1988 NBA Defensive Player of the Year Award . Among his numerous accomplishments , Jordan holds the NBA records for highest career regular season scoring average -LRB- 30.12 points per game -RRB- and highest career playoff scoring average -LRB- 33.45 points per game -RRB- . In 1999 , he was named the greatest North American athlete of the 20th century by ESPN , and was second to Babe Ruth on the Associated Press 's list of athletes of the century . Jordan is a two-time inductee into the Basketball Hall of Fame , having been enshrined in 2009 for his individual career , and again in 2010 as part of the group induction of the 1992 United States men 's Olympic basketball team -LRB- `` The Dream Team '' -RRB- . He became a member of the FIBA Hall of Fame in 2015 .   Jordan is also known for his product endorsements . He fueled the success of Nike 's Air Jordan sneakers , which were introduced in 1985 and remain popular today . Jordan also starred in the 1996 feature film Space Jam as himself . In 2006 , he became part-owner and head of basketball operations for the then-Charlotte Bobcats , buying a controlling interest in 2010 . In 2015 , Jordan became the first billionaire NBA player in history as a result of the increase in value of NBA franchises . He is the third-richest African-American , behind Oprah Winfrey and Robert F. Smith . ;"REFUTED
5, 12, 13";REFUTES;[5, 12, 13];SUPERSET;False;False;True;True
209545;VERIFIABLE;SUPPORTS;Sleep can be disrupted by dyssomnia, insomnia, hypersomnia, narcolepsy, sleep apnea, parasomnia, sleepwalking, REM behavior disorder, bruxism, and circadian rhythm sleep disorders.;[[[248100, 248348, 'Sleep', 13]]];Sleep;[[13]];"Sleep is a naturally recurring state of mind and body characterized by altered consciousness , relatively inhibited sensory activity , inhibition of nearly all voluntary muscles , and reduced interactions with surroundings . It is distinguished from wakefulness by a decreased ability to react to stimuli , but is more easily reversed than the state of being comatose . Sleep occurs in repeating periods , in which the body alternates between two highly distinct modes known as non-REM and REM sleep . Although REM stands for `` rapid eye movement '' , this mode of sleep has many other aspects , including virtual paralysis of the body . A well-known feature of sleep is the dream , an experience typically recounted in narrative form , which resembles waking life while in progress , but which usually can later be distinguished as fantasy .   During sleep , most of the body 's systems are in an anabolic state , helping to restore the immune , nervous , skeletal , and muscular systems ; these are vital processes that maintain mood , memory , and cognitive performance and plays a large role in the function of the endocrine and immune systems . The internal circadian clock promotes sleep daily at night . The diverse purposes and mechanisms of sleep are the subject of substantial ongoing research . The advent of artificial light has substantially altered sleep timing in industrialized countries .   Humans may suffer from various sleep disorders , including dyssomnias , such as insomnia , hypersomnia , narcolepsy , and sleep apnea ; parasomnias , such as sleepwalking and REM behavior disorder ; bruxism ; and circadian rhythm sleep disorders . ";"SUPPORTED
10";SUPPORTS;[9];DISJOINT;True;False;False;False
122621;NOT VERIFIABLE;NOT ENOUGH INFO;Jennifer Aniston murdered Brad Pitt.;[[[286018, None, None, None], [287712, None, None, None], [287713, None, None, None]]];Jennifer_Aniston;[[None, None, None]];Jennifer Joanna Aniston -LRB- born February 11 , 1969 -RRB- is an American actress , producer , and businesswoman . She is the daughter of Greek-born actor John Aniston and American actress Nancy Dow . Aniston gained worldwide recognition for portraying Rachel Green on the popular television sitcom Friends -LRB- 1994 -- 2004 -RRB- , a role which earned her a Primetime Emmy Award , a Golden Globe Award , and a Screen Actors Guild Award . The character was widely popular during the airing of the series and was later recognized as one of the 100 greatest female characters in United States television .   Aniston has played the female protagonist in a number of comedies and romantic comedies . Her box office hits include Bruce Almighty -LRB- 2003 -RRB- , The Break-Up -LRB- 2006 -RRB- , Marley & Me -LRB- 2008 -RRB- , Just Go with It -LRB- 2011 -RRB- , Horrible Bosses -LRB- 2011 -RRB- , and We 're the Millers -LRB- 2013 -RRB- , each of which have grossed over 200 million in worldwide receipts . Her most critically acclaimed roles included the role of Olivia in Friends with Money -LRB- 2006 -RRB- , The Good Girl -LRB- 2002 -RRB- , for which she was nominated for an Independent Spirit Award for Best Female Lead , and the drama Cake -LRB- 2014 -RRB- , for which she received nominations for the Golden Globe Award and the Screen Actors Guild Award for Best Actress . Her other films include Along Came Polly -LRB- 2004 -RRB- and He 's Just Not That Into You -LRB- 2009 -RRB- . In 2008 , she co-founded the production company Echo Films .   In 2012 , Aniston received a star on the Hollywood Walk of Fame . She is one of the highest paid actresses in Hollywood , and as of 2014 , her net worth is estimated to be 150 million . She has also been included in magazines ' lists of the world 's most beautiful women . People magazine named Aniston `` The Most Beautiful Woman '' in 2004 and 2016 , and Men 's Health magazine voted her the `` Sexiest Woman of All Time '' in 2011 . Divorced from actor Brad Pitt , to whom she was married for five years , she has been married to actor Justin Theroux since 2015 . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
160568;NOT VERIFIABLE;NOT ENOUGH INFO;Ron Cobb is the only a sketch artist.;[[[185085, None, None, None]]];Ron_Cobb;[[None]];Ron Cobb -LRB- born 1937 -RRB- is an American cartoonist , artist , writer , film designer , and film director .   By the age of 18 , with no formal training in graphic illustration , Cobb was working as an animation `` inbetweener '' artist for Disney Studios in Burbank , California . He progressed to becoming a breakdown artist on the animation feature Sleeping Beauty -LRB- 1959 -RRB- . -LRB- This was the last Disney film to have cels inked by hand . -RRB-   After Sleeping Beauty was completed in 1957 , Disney laid off Cobb and he spent the next three years in various jobs -- mail carrier , assembler in a door factory , sign painter 's assistant -- until he was drafted in 1960 into the US Army . For the next two years he delivered classified documents around San Francisco , then , after signing up for an extra year to avoid assignment to the infantry , was sent to Vietnam in 1963 as a draughtsman for the Signal Corps . On his discharge , Cobb began freelancing as an artist . He began to contribute to the Los Angeles Free Press in 1965 .   Edited and published by Art Kunkin , the Los Angeles Free Press was one of the first of the underground newspapers of the 1960s , noted for its radical politics . Cobb 's editorial/political cartoons were a celebrated feature of the Freep , and appeared regularly throughout member newspapers of the Underground Press Syndicate . However , although he was regarded as one of the finest political cartoonists of the mid-1960s to early 1970s , Cobb made very little money from the cartoons and was always looking for work elsewhere.His cartoons were featured in the back to the land magazine `` The Mother Earth News . ''   Among other projects , Cobb designed the cover for Jefferson Airplane 's 1967 album , After Bathing at Baxter 's . He also contributed design work for the cult film , Dark Star -LRB- 1973 -RRB- -LRB- he drew the original design for the exterior of the Dark Star spaceship on a Pancake House napkin -RRB- .   His cartoons from the 1960s and 1970s are collected in RCD-25 -LRB- 1967 -RRB- and Mah Fellow Americans -LRB- 1968 -RRB- -LRB- both Sawyer Press -RRB- , and Raw Sewage -LRB- 1971 -RRB- and My Fellow Americans -LRB- 1971 -RRB- -LRB- both Price Stern and Sloan -RRB- . None of these volumes remains in print .   In 1969 Cobb designed the Ecology symbol , later incorporated into the Ecology Flag .   In 1972 , Cobb moved to Sydney , Australia , where his work appeared in alternative magazines such as The Digger . Independent publishers Wild & Woolley published a `` best of '' collection of the earlier cartoon books , The Cobb Book in 1975 . A follow-up volume , Cobb Again , appeared in 1978 .   In 1981 , Colorvision , a large-format , full-colour monograph appeared , including much of his design work for the films Star Wars -LRB- 1977 -RRB- , Alien -LRB- 1979 -RRB- , and Conan the Barbarian -LRB- 1982 -RRB- , the first feature for which he received the credit of Production Designer . Cobb has also contributed production design to the films The Last Starfighter -LRB- 1984 -RRB- , Leviathan -LRB- 1989 -RRB- , Total Recall -LRB- 1990 -RRB- , True Lies -LRB- 1994 -RRB- , The Sixth Day -LRB- 2000 -RRB- , Cats & Dogs -LRB- 2001 -RRB- , Southland Tales -LRB- 2006 -RRB- , and the Australian feature Garbo , which he directed . Cobb contributed the initial story for Night Skies , an earlier , darker version of E.T. . Steven Spielberg offered him the opportunity to direct this scarier sequel to Close Encounters of the Third Kind until problems arose over special effects that required a major rewrite . While Cobb was in Spain working on Conan the Barbarian , Spielberg supervised the rewrite into the more personal E.T. and ended up directing it himself . Cobb later received some net profit participation .   During the early 1990s , Cobb worked with Rocket Science Games . His designs can be seen most notably in Loadstar : The Legend of Tully Bodine -LRB- 1994 -RRB- and The Space Bar -LRB- 1997 -RRB- , in which he designed all the characters .   Cobb also co-wrote with his wife , Robin Love , one of the -LRB- 1985 -- 1987 -RRB- Twilight Zone episodes .   Among the most famous film props signed by Cobb are two of the swords he designed for the 1982 film Conan the Barbarian -LRB- the `` Father 's Sword '' and the `` Atlantean Sword '' -RRB- . Cobb 's original drawings of the swords are nowadays used , in cinema merchandising , to mass-produce and sell replicas . ;"REFUTED
1, 2, 3, 4, 5, 6";REFUTES;[1, 2, 3, 4, 5, 6];;False;False;False;False
137821;VERIFIABLE;REFUTES;Brunei is almost completely surrounded by the state of Kedah, Malaysia.;[[[160588, 175094, 'Brunei', 1]]];Brunei;[[1]];"Brunei -LRB- -LSB- bruːˈnaɪ -RSB- , -RRB- , officially the Nation of Brunei , the Abode of Peace -LRB- Negara Brunei Darussalam , Jawi : -RRB- , is a sovereign state located on the north coast of the island of Borneo in Southeast Asia . Apart from its coastline with the South China Sea , the country is completely surrounded by the state of Sarawak , Malaysia . It is separated into two parts by the Sarawak district of Limbang . Brunei is the only sovereign state completely on the island of Borneo ; the remainder of the island 's territory is divided between the nations of Malaysia and Indonesia . Brunei 's population was 408,786 in July 2012 .   At the peak of the Bruneian Empire , Sultan Bolkiah -LRB- reigned 1485 -- 1528 -RRB- is alleged to have had control over most regions of Borneo , including modern-day Sarawak and Sabah , as well as the Sulu archipelago off the northeast tip of Borneo , Seludong -LRB- modern-day Manila -RRB- , and the islands off the northwest tip of Borneo . The maritime state was visited by Spain 's Magellan Expedition in 1521 and fought against Spain in the 1578 Castille War .   During the 19th century , the Bruneian Empire began to decline . The Sultanate ceded Sarawak -LRB- Kuching -RRB- to James Brooke and installed him as the White Rajah , and it ceded Sabah to the British North Borneo Chartered Company . In 1888 , Brunei became a British protectorate and was assigned a British resident as colonial manager in 1906 . After the Japanese occupation during World War II , in 1959 a new constitution was written . In 1962 , a small armed rebellion against the monarchy was ended with the help of the British .   Brunei gained its independence from the United Kingdom on 1 January 1984 . Economic growth during the 1990s and 2000s , with the GDP increasing 56 % from 1999 to 2008 , transformed Brunei into an industrialised country . It has developed wealth from extensive petroleum and natural gas fields . Brunei has the second-highest Human Development Index among the Southeast Asian nations , after Singapore , and is classified as a `` developed country '' . According to the International Monetary Fund -LRB- IMF -RRB- , Brunei is ranked fifth in the world by gross domestic product per capita at purchasing power parity . The IMF estimated in 2011 that Brunei was one of two countries -LRB- the other being Libya -RRB- with a public debt at 0 % of the national GDP . Forbes also ranks Brunei as the fifth-richest nation out of 182 , based on its petroleum and natural gas fields . ";"REFUTED
2";REFUTES;[2];DISJOINT;True;False;False;False
104449;VERIFIABLE;REFUTES;The Great Gatsby is not a book.;[[[279287, 273923, 'The_Great_Gatsby', 7]], [[279287, 273924, 'The_Great_Gatsby', 8]], [[279287, 273925, 'The_Great_Gatsby', 0]], [[280817, 275218, 'The_Great_Gatsby', 0]], [[280817, 275219, 'The_Great_Gatsby', 5]], [[281051, 275433, 'The_Great_Gatsby', 0]], [[327518, 314748, 'The_Great_Gatsby', 0]], [[327519, 314749, 'The_Great_Gatsby', 0]], [[327521, 314751, 'The_Great_Gatsby', 0]], [[327534, 314755, 'The_Great_Gatsby', 0]], [[327534, 314756, 'The_Great_Gatsby', 8]], [[327534, 314757, 'The_Great_Gatsby', 11]], [[327534, 314758, 'The_Great_Gatsby', 13]], [[327534, 314759, 'The_Great_Gatsby', 14]]];The_Great_Gatsby;[[7], [8], [0], [0], [5], [0], [0], [0], [0], [0], [8], [11], [13], [14]];"The Great Gatsby is a 1925 novel written by American author F. Scott Fitzgerald that follows a cast of characters living in the fictional town of West Egg on prosperous Long Island in the summer of 1922 . The story primarily concerns the young and mysterious millionaire Jay Gatsby and his quixotic passion and obsession for the beautiful former debutante Daisy Buchanan . Considered to be Fitzgerald 's magnum opus , The Great Gatsby explores themes of decadence , idealism , resistance to change , social upheaval , and excess , creating a portrait of the Jazz Age or the Roaring Twenties that has been described as a cautionary tale regarding the American Dream .   Fitzgerald -- inspired by the parties he had attended while visiting Long Island 's north shore -- began planning the novel in 1923 , desiring to produce , in his words , `` something new -- something extraordinary and beautiful and simple and intricately patterned . '' Progress was slow , with Fitzgerald completing his first draft following a move to the French Riviera in 1924 . His editor , Maxwell Perkins , felt the book was vague and persuaded the author to revise over the next winter . Fitzgerald was repeatedly ambivalent about the book 's title and he considered a variety of alternatives , including titles that referenced the Roman character Trimalchio ; the title he was last documented to have desired was Under the Red , White , and Blue .   First published by Scribner 's in April 1925 , The Great Gatsby received mixed reviews and sold poorly ; in its first year , the book sold only 20,000 copies . Fitzgerald died in 1940 , believing himself to be a failure and his work forgotten . However , the novel experienced a revival during World , and became a part of American high school curricula and numerous stage and film adaptations in the following decades . Today , The Great Gatsby is widely considered to be a literary classic and a contender for the title `` Great American Novel . '' In 1998 , the Modern Library editorial board voted it the 20th century 's best American novel and second best English-language novel of the same time period . ";"REFUTED
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12";REFUTES;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12];SUPERSET;True;False;True;True
200629;NOT VERIFIABLE;NOT ENOUGH INFO;Geoffrey Beevers won a Tony Award.;[[[235998, None, None, None]]];Geoffrey_Beevers;[[None]];"Geoffrey Beevers -LRB- born 1941 -RRB- is a British actor who has appeared in many different stage and screen roles .   Beevers has worked extensively at the Orange Tree Theatre in Richmond upon Thames , both as an actor -LRB- including the title role in Jules Romain 's Doctor Knock , 1994 -RRB- ; and as an adaptor/director of George Eliot 's novel Adam Bede -LRB- February 1990 -RRB- , for which he won a Time Out Award , and Honoré de Balzac 's Père Goriot -LRB- February 1994 -RRB- .   Beevers has made two appearances in the BBC science fiction series Doctor Who , including as the third actor to play the Master in the serial The Keeper of Traken , a role he has since reprised in some of Big Finish Productions ' Doctor Who audio dramas -LRB- Dust Breeding , Master , Trail of the White Worm , The Oseidon Adventure , Mastermind , And You Will Obey Me , The Two Masters , The Light at the End , The Evil One , Requiem for the Rocket Men and Death Match -RRB- . Beevers narrated the unabridged audio edition of Doctor Who : Harvest of Time , by Alastair Reynolds , released in June 2013 . He also read the AudioGO -LRB- and later Audible -RRB- audiobooks of Doctor Who and the Terror of the Autons , Doctor Who and the Doomsday Weapon , Doctor Who and the Sea Devils , Doctor Who and the Space War , Doctor Who and the Deadly Assassin , and Doctor Who and the State of Decay . He also played the vicar in the film Goodnight Mister Tom , and appeared in the 1978 television film The Nativity . In 1988 he appeared in the TV movie sequel The Great Escape II : The Untold Story , and played Wainwright -LRB- Member of Parliament -RRB- in A Very British Coup for Channel 4 Television -LRB- UK -RRB- . More recently , he played a small role in the 2010 remake of Clash of the Titans as a noble of Basilica . In February 2010 Beevers played Douglas Hogg in the television film On Expenses .   In 2012 , Beevers appeared as Fray Antonio in the Royal Shakespeare Company production of Helen Edmundson 's The Heresy of Love . In March 2013 he played opposite Helen Mirren in Peter Morgan 's play The Audience at the Gielgud Theatre , and reprised the role in February 2015 at the Gerald Schoenfeld Theatre in New York City .   In October 2016 to March 2017 he played Baron Gottfried Van Swieten in a new production of Amadeus by Peter Shaffer at the Royal National Theatre 's Olivier Stage .   He was married to Caroline John , who portrayed the Third Doctor 's companion Liz Shaw , from 1970 until her death on 5 June 2012 . ";NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
221704;VERIFIABLE;REFUTES;Tom Felton portrayed Harry Potter.;[[[264020, 261531, 'Tom_Felton', 3]]];Tom_Felton;[[3]];Thomas Andrew `` Tom '' Felton -LRB- born 22 September 1987 -RRB- is an English actor . Felton began appearing in commercials when he was eight years old for companies such as Commercial Union and Barclaycard . He made his screen debut in the role of Peagreen Clock in The Borrowers -LRB- 1997 -RRB- and he portrayed Louis T. Leonowens in Anna and the King -LRB- 1999 -RRB- . He rose to prominence for his role as Draco Malfoy in the film adaptions of the best-selling Harry Potter fantasy novels by J.K. Rowling . His performances in Harry Potter and the Half-Blood Prince and Harry Potter and the Deathly Hallows -- Part 1 won him two consecutive MTV Movie Awards for Best Villain in 2010 and 2011 .   Following the conclusion of the series in 2011 , Felton appeared in the 2011 film Rise of the Planet of the Apes , a reboot of the Planet of the Apes series . He had roles in the minor films From the Rough -LRB- 2011 -RRB- and The Apparition -LRB- 2012 -RRB- , starred as James Ashford in the critically acclaimed period drama film Belle -LRB- 2013 -RRB- , followed by roles in In Secret -LRB- 2014 -RRB- and Against the Sun -LRB- 2014 -RRB- . Felton 's 2016 films include the epic biblical drama Risen , alongside Joseph Fiennes , and the period biopic A United Kingdom , alongside David Oyelowo and Rosamund Pike . He portrays Julian Albert / Doctor Alchemy on The Flash . ;"REFUTED
4";REFUTES;[4];DISJOINT;True;False;False;False
132500;NOT VERIFIABLE;NOT ENOUGH INFO;Miranda Kerr represented an Australian musician.;[[[155762, None, None, None]]];Miranda_Kerr;[[None]];Miranda May Kerr -LRB- born 20 April 1983 -RRB- is an Australian model . Kerr rose to prominence in 2007 as one of the Victoria 's Secret Angels . Kerr was the first Australian Victoria 's Secret model and also represented the Australian department store chain David Jones . Kerr has launched her own brand of organic skincare products , KORA Organics , and has written a self-help book .   Kerr began modelling in the fashion industry when she was 13 , winning the 1997 Dolly magazine model search competition . Since 2008 , Kerr has consistently ranked on the Forbes list of highest earning models . ;"SUPPORTED
3";SUPPORTS;[2];;False;False;False;False
77303;VERIFIABLE;SUPPORTS;Jeffrey Dahmer had unwanted sexual intercourse with men and boys.;[[[94304, 107301, 'Jeffrey_Dahmer', 0]]];Jeffrey_Dahmer;[[0]];Jeffrey Lionel Dahmer -LRB- May 21 , 1960 -- November 28 , 1994 -RRB- , also known as the Milwaukee Cannibal , was an American serial killer and sex offender , who committed the rape , murder , and dismemberment of seventeen men and boys between 1978 and 1991 . Many of his later murders involved necrophilia , cannibalism , and the permanent preservation of body parts -- typically all or part of the skeletal structure .   Although diagnosed with borderline personality disorder , schizotypal personality disorder , and a psychotic disorder , Dahmer was found to be legally sane at his trial . Convicted of fifteen of the sixteen murders he had committed in Wisconsin , Dahmer was sentenced to fifteen terms of life imprisonment on February 15 , 1992 . He was later sentenced to a sixteenth term of life imprisonment for an additional homicide committed in Ohio in 1978 .   On November 28 , 1994 , Dahmer was beaten to death by Christopher Scarver , a fellow inmate at the Columbia Correctional Institution . ;"SUPPORTED
1, 2";SUPPORTS;[0, 1];SUPERSET;True;False;True;True
135442;NOT VERIFIABLE;NOT ENOUGH INFO;Evan Rachel Wood has worked with Darren Aronofsky and he's been praised.;[[[293208, None, None, None], [336749, None, None, None]]];Evan_Rachel_Wood;[[None, None]];Evan Rachel Wood -LRB- born September 7 , 1987 -RRB- is an American actress and musician . She began acting in the 1990s , appearing in several television series , including American Gothic -LRB- 1995 -- 96 -RRB- and Once and Again -LRB- 1999 -- 2002 -RRB- . Wood made her debut as a leading film actress at the age of eleven in Digging to China -LRB- 1998 -RRB- and garnered acclaim for her Golden Globe-nominated role as the troubled , drug-addicted teenager Tracy Freeland in the teen drama film Thirteen -LRB- 2003 -RRB- .   Wood continued acting mostly in independent films , including Pretty Persuasion -LRB- 2005 -RRB- , Down in the Valley -LRB- 2006 -RRB- , Running with Scissors -LRB- 2006 -RRB- , and in the big studio production Across the Universe -LRB- 2007 -RRB- . Since 2008 , Wood has appeared in more mainstream films , including The Wrestler -LRB- 2008 -RRB- , Whatever Works -LRB- 2009 -RRB- and The Ides of March -LRB- 2011 -RRB- . She has also returned to television , playing the supporting role of Queen Sophie-Anne on True Blood from 2009 to 2011 and playing Kate Winslet 's character 's daughter in the HBO miniseries Mildred Pierce -LRB- 2011 -RRB- , a role for which she was nominated for the Golden Globe and Emmy Award for Best Supporting Actress . As of 2016 , she plays the sentient android Dolores Abernathy in the HBO television series Westworld , for which she won a Critics ' Choice Award and earned a Golden Globe nomination .   Her personal life , particularly her relationship with Marilyn Manson , to whom she was previously engaged , has attracted press attention . In 2012 , she married English actor Jamie Bell , with whom she has one son . They separated in 2014 after two years of marriage . ;"SUPPORTED
3";SUPPORTS;[2];;False;False;False;False
72600;NOT VERIFIABLE;NOT ENOUGH INFO;Emma Thompson isolated Kenneth Branagh.;[[[89318, None, None, None]]];Emma_Thompson;[[None]];Emma Thompson -LRB- born 15 April 1959 -RRB- is a British actress , activist , author , comedienne and screenwriter . Born in London to English actor Eric Thompson and Scottish actress Phyllida Law , Thompson was educated at Newnham College , University of Cambridge , where she became a member of the Footlights troupe . After appearing in several comedy programmes , she first came to prominence in 1987 in two BBC TV series , Tutti Frutti and Fortunes of War , winning the BAFTA TV Award for Best Actress for her work in both series . Her first film role was in the 1989 romantic comedy The Tall Guy , and in the early 1990s she frequently collaborated with her then husband , actor and director Kenneth Branagh . The pair became popular in the British media and co-starred in several films , including Dead Again -LRB- 1991 -RRB- and Much Ado About Nothing -LRB- 1993 -RRB- .   In 1992 , Thompson won an Academy Award and a BAFTA Award for Best Actress for the period drama Howards End . In 1993 , she garnered dual Academy Award nominations for her roles in The Remains of the Day as the housekeeper of a grand household and In the Name of the Father as a lawyer . Thompson scripted and starred in Sense and Sensibility -LRB- 1995 -RRB- , which earned her -LRB- among other awards -RRB- an Academy Award for Best Adapted Screenplay , and a BAFTA Award for Best Actress . Other notable film and television credits include : the Harry Potter film series , Wit -LRB- 2001 -RRB- , Love Actually -LRB- 2003 -RRB- , Angels in America -LRB- 2003 -RRB- , Nanny McPhee -LRB- 2005 -RRB- , Stranger than Fiction -LRB- 2006 -RRB- , Last Chance Harvey -LRB- 2008 -RRB- , Men in Black 3 -LRB- 2012 -RRB- , Brave -LRB- 2012 -RRB- and Beauty and the Beast -LRB- 2017 -RRB- . In 2013 , she received acclaim and several award nominations for her portrayal of P. L. Travers in Saving Mr. Banks .   Thompson is married to actor Greg Wise , with whom she lives in London . They have one daughter and an adopted son . She is an activist in the areas of human rights and environmentalism and has received criticism for her outspokenness . She has written two books adapted from The Tale of Peter Rabbit . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
57082;NOT VERIFIABLE;NOT ENOUGH INFO;Corey Taylor is a heavy metal chef.;[[[73408, None, None, None]]];Corey_Taylor;[[None]];Corey Todd Taylor -LRB- born December 8 , 1973 -RRB- is an American musician , singer , songwriter , actor and author , best known as the lead singer and lyricist of the American nu metal band Slipknot and the American hard rock and alternative metal band Stone Sour .   Taylor joined Slipknot in 1997 to replace their original vocalist , Anders Colsefni . He has released five studio albums with them . He has worked with several bands , including Junk Beer Kidnap Band , Korn , Disturbed , Apocalyptica , Anthrax , Aaron Lewis of Staind , and Soulfly . Taylor was ranked at number 86 in Hit Parader 's Top 100 Metal Vocalists of All Time . He was also named the seventh greatest heavy metal frontman by NME . Taylor was also found , by VVN Music , to possess the second-widest vocal range of any known singer in popular music with a range of 5 and a half octaves . He was beaten only by Mike Patton -LRB- 6 octaves -RRB- . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
